"","lon","lat","address"
"157",127.0853211,37.5564618,"yongmasan-ro 3-gil, junggok-dong, gwangjin-gu, seoul, south korea"
"158",127.0823753,37.5338741,"jayang-ro 11-gil, jayang 1(il)-dong, gwangjin-gu, seoul, south korea"
"159",127.0802384,37.5349614,"jayang-ro 15-gil, jayang 1(il)-dong, gwangjin-gu, seoul, south korea"
"160",127.087492,37.540806,"jayang-ro 26-gil, guui 1(il)-dong, gwangjin-gu, seoul, south korea"
"161",127.09063,37.5537689,"jayang-ro 45-gil, gwangjin-gu, seoul, south korea"
"162",127.0944939,37.5523239,"jayang-ro 50-gil, gueui-dong, gwangjin-gu, seoul, south korea"
"163",127.0919297,37.5551143,"jayang-ro 53-gil, gwangjin-gu, seoul, south korea"
"164",127.0737261,37.5322094,"jayangbeonyeong-ro 3-gil, jayang 3(sam)-dong, gwangjin-gu, seoul, south korea"
"165",127.0821282,37.559215,"cheonho-daero 109-gil, junggok-dong, gwangjin-gu, seoul, south korea"
"166",127.0864195,37.557823,"cheonho-daero 123-gil, junggok-dong, gwangjin-gu, seoul, south korea"
"167",127.0914432,37.5534865,"cheonho-daero 129-gil, gwangjin-gu, seoul, south korea"
"168",127.0508422,37.5934681,"kyungheedae-ro 3-gil, hoegi-dong, dongdaemun-gu, seoul, south korea"
"169",127.0551428,37.5916824,"kyungheedae-ro 4-gil, dongdaemun-gu, seoul, south korea"
"170",127.0254865,37.5734748,"nangye-ro 30-gil, sinseol-dong, dongdaemun-gu, seoul, south korea"
"171",127.0507775,37.578608,"dapsimni-ro 23-gil, jeonnong 1(il)-dong, dongdaemun-gu, seoul, south korea"
"172",127.05883,37.5696058,"dapsimni-ro 56-gil, dapsimni-dong, dongdaemun-gu, seoul, south korea"
"173",127.0636324,37.569977,"dapsimni-ro 60-gil, dapsimni-dong, dongdaemun-gu, seoul, south korea"
"174",127.0688895,37.5755771,"dapsimni-ro 63-gil, jangan 2(i)-dong, dongdaemun-gu, seoul, south korea"
